,TempeTracts_Name,HospitalsGeneralCount2mi,HospitalsPsychCount2mi,SurgicalCentersCount2mi,UrgentCareCount2mi,WomensClinicsCount2mi,PainManagementCount2mi,PhysicalTherapyCount2mi,MentalFacilitiesCount2mi,SubstanceAbuseCount2mi,OtherMedicalFacilitesCount2mi,NursingAssistedLiveCount2mi,HospiceCount2mi,ChildFacilitiesCount2mi,PharmCount2mi,DrugDropCount2mi,NaloxoneDistribCount2mi,geometry
0,3188,1,0,0,0,0,1,0,2,0,10,2,0,1,11,2,3,"POLYGON ((-111.961324999619 33.4371869993457, -111.96131900035 33.4372769987407, -111.961317000186 33.4374139988963, -111.961315000528 33.4376149992628, -111.961308000231 33.4377559993642, -111.961024000495 33.4376859992239, -111.961000999971 33.4376799993973, -111.960848000087 33.4376439993796, -111.95898599955 33.4371879989655, -111.958204000095 33.4370039992939, -111.957946000277 33.4369459994872, -111.956949999714 33.4367039995354, -111.956477000296 33.4366079990895, -111.955920000188 33.4365079991486, -111.955275999652 33.4364099994513, -111.954633999765 33.4363289992237, -111.954186999833 33.4362839995736, -111.953368999985 33.4362209988376, -111.952489000144 33.4361669988123, -111.951015999842 33.4360789989495, -111.949587000145 33.4359929987521, -111.94792900042 33.4358929986896, -111.946780000254 33.4358159988535, -111.945471000255 33.4357269987071, -111.944189000249 33.4356469994003, -111.944143000506 33.4355259991291, -111.944133000512 33.4354979989283, -111.944074999509 33.4352839995391, -111.944014000294 33.4346239990246, -111.943933000317 33.4337599994512, -111.943920000384 33.4336159992452, -111.94383800053 33.4329159989666, -111.943816999618 33.4327409989857, -111.94376100048 33.4322639987949, -111.943682999488 33.4315709991222, -111.943653000162 33.4313059991992, -111.943631999978 33.4310369991433, -111.943576999534 33.4303149990473, -111.943579999586 33.4295019988456, -111.943577999937 33.4294899993918, -111.943571999742 33.4294359993952, -111.943580000069 33.4294059988416, -111.943583999687 33.427472999504, -111.943587000212 33.4263379990817, -111.943588999643 33.4255029987667, -111.943582000143 33.4242309995172, -111.943568000363 33.4219089993333, -111.943685999597 33.4219029989846, -111.944257999745 33.4219019993255, -111.944621000303 33.4219059991764, -111.945764000078 33.4219089987106, -111.947287000216 33.4219129990862, -111.947964999599 33.4219019994873, -111.948597000201 33.4219169988023, -111.949416000126 33.4219169989933, -111.949963000516 33.4219189994386, -111.950723000442 33.4219189987074, -111.952216999479 33.4219219988213, -111.954807000439 33.4219329995058, -111.954973999501 33.4219339994369, -111.956464999715 33.4219389988932, -111.957735000057 33.4219429987943, -111.958570000075 33.4219459990507, -111.960895999762 33.4219539993975, -111.96094299961 33.4231259990408, -111.960960999665 33.4235689987943, -111.960965999689 33.4237399991637, -111.960981999848 33.4243289992322, -111.960980000441 33.4246859995713, -111.960979000411 33.42495699938, -111.960958999839 33.4256129989774, -111.960958000508 33.4256419990787, -111.960948000317 33.4259269992296, -111.960945999975 33.4264709987083, -111.960943999505 33.4271799993517, -111.96094800051 33.4273209993495, -111.960963000346 33.427863998957, -111.96095500002 33.4280809989184, -111.960918000321 33.4283839994085, -111.960916000311 33.4284479995294, -111.960918999836 33.429007999558, -111.960919999719 33.429157998698, -111.960930000494 33.4292969992346, -111.960949999778 33.4295639994989, -111.960951999728 33.4296459989116, -111.960959999919 33.4298899991527, -111.960961999492 33.4303649993194, -111.960976999539 33.430612998796, -111.961009999702 33.4309089994786, -111.961023999948 33.4310049989545, -111.961114999467 33.4313649989511, -111.961144999613 33.4315949994785, -111.961166000132 33.4318659992101, -111.961170999925 33.432097998741, -111.96115400011 33.4331889994022, -111.961146999556 33.4336349992265, -111.961146000336 33.4336979989481, -111.961081999639 33.4345689994886, -111.961067999781 33.4347579989537, -111.960999000292 33.4357039994086, -111.960913000462 33.4367989987577, -111.961001000002 33.4368869988585, -111.961326999538 33.4368899990845, -111.961324999619 33.4371869993457))"
1,3191.01,1,0,0,0,0,1,1,1,2,6,1,0,1,14,4,9,"POLYGON ((-111.926293000195 33.4191529990701, -111.926110999508 33.4191749993653, -111.925425999508 33.4191789990971, -111.925297999972 33.4191579992126, -111.925200000351 33.4191339989623, -111.925142000181 33.4191129994921, -111.925008000186 33.4190519991216, -111.924885999984 33.4189749988349, -111.924122999787 33.4182949989847, -111.923232000216 33.4175009993435, -111.922665999932 33.4180079989955, -111.9225739997 33.4180729993182, -111.92252499999 33.4181039987049, -111.92185099968 33.4184719988885, -111.921772999947 33.4185279989962, -111.921697000016 33.4186009988448, -111.921629000524 33.4186839991522, -111.921577999848 33.4187289990375, -111.921510999962 33.4187699995577, -111.921446000432 33.4187989991537, -111.921355000503 33.4188219988447, -111.921264999737 33.4188299994476, -111.921189000451 33.4188249995742, -111.920547999833 33.4187329994404, -111.920481999643 33.418728998813, -111.920255999982 33.4186859995715, -111.920161999844 33.4186549988834, -111.920070000416 33.4186129990539, -111.919973000404 33.4185529994252, -111.919886999791 33.4185029993596, -111.919795999686 33.4184639992773, -111.919715000188 33.4184409987622, -111.919618999844 33.4184219994236, -111.919513999965 33.4184149992256, -111.918676999572 33.4184139993895, -111.917751999474 33.418410999231, -111.91772200052 33.4183999995726, -111.917727000135 33.4176619987265, -111.917726999799 33.4171919994836, -111.917723000019 33.4169379995705, -111.917718000165 33.4166739988261, -111.917687999921 33.4154909994191, -111.917687000151 33.4147719990471, -111.918436999731 33.4147779986856, -111.918999000032 33.4147719993536, -111.920247999819 33.4147789992936, -111.920425000268 33.4147749994958, -111.920632000421 33.414770999392, -111.922079999889 33.4147769987214, -111.922811000246 33.4147769989364, -111.924973999536 33.4147779991884, -111.925636999787 33.4147679990785, -111.926285999804 33.4147709991267, -111.926291000486 33.4157539990493, -111.926290999857 33.4168399993569, -111.926287999754 33.4178719992072, -111.926288000112 33.4179239988199, -111.926293000195 33.4191529990701))"
2,3189,1,0,0,0,0,1,0,1,0,11,1,1,1,16,2,3,"POLYGON ((-111.960895999762 33.4219539993975, -111.958570000075 33.4219459990507, -111.957735000057 33.4219429987943, -111.956464999715 33.4219389988932, -111.954973999501 33.4219339994369, -111.954807000439 33.4219329995058, -111.952216999479 33.4219219988213, -111.950723000442 33.4219189987074, -111.949963000516 33.4219189994386, -111.949416000126 33.4219169989933, -111.948597000201 33.4219169988023, -111.947964999599 33.4219019994873, -111.947287000216 33.4219129990862, -111.945764000078 33.4219089987106, -111.944621000303 33.4219059991764, -111.944257999745 33.4219019993255, -111.943685999597 33.4219029989846, -111.943568000363 33.4219089993333, -111.943560000144 33.4203989987386, -111.943550999846 33.4189819990834, -111.943540999705 33.4171769994864, -111.943568000352 33.4157159988191, -111.943580000341 33.4150549990933, -111.943572000446 33.4147229995458, -111.943571999663 33.4147099987349, -111.94353999948 33.4143659990421, -111.943539000199 33.4140399987994, -111.943529999921 33.4110059991874, -111.943530000121 33.4108389993478, -111.943527000362 33.4107899994063, -111.943518000277 33.4073799994873, -111.943943000347 33.4073779987713, -111.946230000374 33.4073729988542, -111.947842999608 33.4073799989535, -111.950000999973 33.4073859987812, -111.952157999671 33.4073919992338, -111.955261999592 33.407400999432, -111.956857000343 33.4074059988677, -111.95773399985 33.407408999322, -111.958350000269 33.4074149994611, -111.959824999919 33.407428999143, -111.960764000325 33.4074319989791, -111.960771999868 33.4076309994729, -111.960769999526 33.4083999992041, -111.960770999563 33.4094299988675, -111.960773000484 33.4097789986901, -111.960788999563 33.4114879992182, -111.960796999891 33.41233399891, -111.960800000133 33.413180999356, -111.960806999654 33.4146899990468, -111.960813999513 33.4154319994017, -111.960815999566 33.4155809994244, -111.960819999904 33.4161449993324, -111.960820999707 33.4164059988751, -111.960833000345 33.4169919993035, -111.960834000396 33.4172809995032, -111.960835999699 33.417627998898, -111.960838999925 33.4180659990305, -111.960845000122 33.418849999011, -111.960855000025 33.4196139994275, -111.960866999517 33.4203809990126, -111.960877999763 33.421216999201, -111.960895999762 33.4219539993975))"
3,3190,1,0,0,0,0,1,0,1,1,8,1,0,1,17,3,7,"POLYGON ((-111.943580000341 33.4150549990933, -111.943568000352 33.4157159988191, -111.943540999705 33.4171769994864, -111.943550999846 33.4189819990834, -111.943560000144 33.4203989987386, -111.943568000363 33.4219089993333, -111.943426999963 33.4219139991317, -111.943173999688 33.4219329991946, -111.942853999492 33.421942999451, -111.942386999717 33.4219439988631, -111.941240999527 33.421944999433, -111.940212999646 33.4219469995274, -111.939987999913 33.4219469987494, -111.938137999922 33.4219589990251, -111.936638999702 33.4219619987259, -111.934948000165 33.4219669988218, -111.930855999991 33.4220049993524, -111.928928999614 33.4220299990117, -111.928737000118 33.4220319988902, -111.928577000073 33.4220289990508, -111.928322000465 33.4220239989664, -111.92818900053 33.4220219987837, -111.927453000361 33.4220289990821, -111.926472999944 33.4220409991728, -111.926306000025 33.4220409987365, -111.926301000191 33.4211679989358, -111.926298999467 33.4211229994499, -111.926300999928 33.4210779987513, -111.926299999948 33.4210199992905, -111.926298999621 33.4208419989777, -111.926294000092 33.4202919991907, -111.926293000195 33.4191529990701, -111.926288000112 33.4179239988199, -111.926287999754 33.4178719992072, -111.926290999857 33.4168399993569, -111.926291000486 33.4157539990493, -111.926285999804 33.4147709991267, -111.926283000097 33.4136699987905, -111.926286000489 33.4132849993472, -111.926281000259 33.4128799988295, -111.926280000023 33.41235999873, -111.926279000487 33.4109579988203, -111.92627800023 33.4104569993426, -111.926278000221 33.4101249987025, -111.926277000125 33.409761999214, -111.926277000371 33.4083289988218, -111.926275999752 33.4077949993235, -111.926276000523 33.4076359993446, -111.926275999661 33.4075109991656, -111.927958000182 33.4074969991482, -111.929006999544 33.4074879993933, -111.930096999861 33.4074789989624, -111.931096999721 33.4074699994558, -111.933788999719 33.407445999054, -111.934875999605 33.4074379994286, -111.935948999803 33.4074289987745, -111.936492999499 33.4074249987262, -111.938285000471 33.4074099988937, -111.939081999966 33.4074039990726, -111.939810000314 33.4073759990331, -111.940895000307 33.4073919992105, -111.941978999819 33.4073859992485, -111.943329000407 33.4073809987603, -111.943518000277 33.4073799994873, -111.943527000362 33.4107899994063, -111.943530000121 33.4108389993478, -111.943529999921 33.4110059991874, -111.943539000199 33.4140399987994, -111.94353999948 33.4143659990421, -111.943571999663 33.4147099987349, -111.943572000446 33.4147229995458, -111.943580000341 33.4150549990933))"
4,3194.03,1,0,3,0,0,0,3,5,4,8,8,0,9,20,2,8,"POLYGON ((-111.909122000199 33.3941089991188, -111.909120000017 33.3957469991865, -111.909120000234 33.3962419990545, -111.909118999658 33.3963759993646, -111.909119000336 33.3965919994047, -111.909112999621 33.398344998982, -111.909105999708 33.4001379987207, -111.909105000055 33.4013899991126, -111.909105000308 33.4017469991989, -111.909104999883 33.4029929993567, -111.90910500004 33.4041949994944, -111.909104999622 33.404658998852, -111.909104999532 33.4053549987249, -111.909104999682 33.4055269986919, -111.909104999666 33.4063089988902, -111.909104999814 33.4075109992861, -111.906698999717 33.4075049988839, -111.904802999729 33.4075009989218, -111.904192999765 33.407499999517, -111.902514999775 33.4074969989349, -111.900513000153 33.4074969988064, -111.90008700008 33.4074969994213, -111.899596999633 33.4074969988023, -111.898799999944 33.4074969993099, -111.898466999745 33.4074969987025, -111.89774300035 33.4074969994999, -111.896603999473 33.4074969990942, -111.896101999497 33.4074969989627, -111.89464699972 33.4074959990562, -111.893996000372 33.4074969990328, -111.892084999509 33.4075019994085, -111.891988999566 33.4074959993228, -111.891501999926 33.4074769990021, -111.891335999599 33.4074739995058, -111.891291000152 33.4048849993719, -111.891284000342 33.4044629992947, -111.89129400026 33.4015689989057, -111.891295999588 33.4005119989355, -111.891296999858 33.4002439994853, -111.891300000222 33.3991379988103, -111.891303000167 33.3976889993944, -111.891330999871 33.3958699989956, -111.891329999622 33.3955049993117, -111.891340999859 33.3951419993431, -111.891300999954 33.3934469991996, -111.891302000449 33.3929779992405, -111.891526999682 33.3929779990355, -111.892018000036 33.39297799924, -111.893905999694 33.3929799991713, -111.896029000094 33.3929999987994, -111.896227999755 33.3929989992743, -111.898864999876 33.3929949988905, -111.900545999648 33.3929919987066, -111.9018870001 33.3929919988373, -111.902857000226 33.3929919987534, -111.90385900011 33.3929879989168, -111.904844999652 33.392980999396, -111.906460999714 33.3929699994753, -111.906887000193 33.3929669995217, -111.907063999918 33.3929639989264, -111.909124999988 33.3929689987982, -111.909122000199 33.3941089991188))"
5,3197.03,0,0,0,0,0,0,0,1,0,4,1,2,0,13,0,4,"POLYGON ((-111.978426000188 33.3927799994428, -111.978312000388 33.3927809993104, -111.978021999733 33.3927919987087, -111.975993999941 33.3928229990769, -111.975455999726 33.3928329989785, -111.974000000426 33.3928539992954, -111.972316000247 33.3928429994305, -111.972233999839 33.3928429992032, -111.970251999562 33.3928289989133, -111.96850700035 33.392821998919, -111.967809999621 33.3928199995717, -111.967611000046 33.3928189993682, -111.967347999627 33.3928189988456, -111.966394000169 33.3928399987663, -111.965820999928 33.3928489988758, -111.963568000203 33.3928649987725, -111.96270800013 33.3928709988734, -111.960757000209 33.3928849994506, -111.96076999961 33.3920059987672, -111.9607950003 33.3902929990414, -111.960797999662 33.3901319993743, -111.960811000301 33.3897269986894, -111.960813999701 33.3896809995643, -111.960864999469 33.3887369995073, -111.960895999633 33.3881809990425, -111.960899999483 33.3880539988684, -111.960915999566 33.3875899989292, -111.960918999658 33.3874649990936, -111.960921000381 33.3872959988256, -111.960920999921 33.3872759988781, -111.960922000071 33.3872069987018, -111.960922000336 33.3871459988604, -111.960921000016 33.386783999245, -111.960920000032 33.3867429988037, -111.96091900048 33.3866879992991, -111.960914999727 33.3864289995702, -111.960913000244 33.3863839994928, -111.960909000186 33.3862599994208, -111.960896999643 33.3857809994447, -111.960897999749 33.3856269994524, -111.96090100019 33.3852989991458, -111.960905999883 33.3851429995239, -111.960929999893 33.3846669992451, -111.960952999882 33.3840019987781, -111.960963999705 33.38377499893, -111.960974999799 33.3834659992373, -111.961029999483 33.3819449986835, -111.961036000098 33.3817839995248, -111.961047999661 33.3816809990193, -111.961076000394 33.3815429991584, -111.961117000062 33.3814139991273, -111.961189000494 33.3812389988606, -111.961276999622 33.3810649991089, -111.961371000249 33.3809269988748, -111.961568000285 33.3806809993913, -111.96153500009 33.3806609987316, -111.96132500001 33.3805069989569, -111.961256999711 33.3804459991502, -111.961187999826 33.380369998785, -111.961131000325 33.3802879995015, -111.961093000086 33.3801869988305, -111.961072000095 33.3800989992603, -111.961061999978 33.3799969993787, -111.961110000292 33.3788329991028, -111.961122000473 33.3782589991073, -111.96297099971 33.3782659994227, -111.963158999678 33.3782639994866, -111.963307000433 33.3782629989712, -111.963303000213 33.3780939988673, -111.965432999848 33.3781839989941, -111.965719000345 33.3781839990196, -111.967248000516 33.3781869994543, -111.967237999716 33.377003999411, -111.967376999491 33.377030999486, -111.967640000126 33.3770759990255, -111.967809000005 33.3771069989134, -111.968124000009 33.3771629994254, -111.968238000062 33.3771839989834, -111.968625999578 33.3772549994153, -111.96877999951 33.3772819988517, -111.968775000382 33.3772109992212, -111.968990999755 33.3772539993889, -111.969678999605 33.3773759995013, -111.970066000518 33.3774029995099, -111.971991999981 33.3773189992303, -111.972058000378 33.3773299995412, -111.973519000276 33.3772429991508, -111.974011000394 33.3770719993528, -111.974684999489 33.3767859993521, -111.974948000072 33.3767119988575, -111.975137999604 33.3766599988275, -111.975269000327 33.3766429992873, -111.976678000399 33.376670998763, -111.977089999498 33.3766799990725, -111.977411000481 33.3765589994259, -111.977595000011 33.3765269994529, -111.977732999953 33.3765269992703, -111.978003000435 33.3765619995711, -111.978322999513 33.3766029988006, -111.978320000332 33.3767589992294, -111.978288999525 33.3781859994593, -111.978275999498 33.3805779988236, -111.97826299995 33.3818129995094, -111.978256999808 33.3824799994151, -111.9782499995 33.3839619989119, -111.978248000486 33.3846559992436, -111.978245999775 33.3853399995227, -111.97825099976 33.3854859993925, -111.978253000328 33.3862729991345, -111.978246000453 33.3864249995104, -111.978244999874 33.3864449990532, -111.978245999865 33.386908999139, -111.978237999828 33.3874079990505, -111.978229000357 33.3880949988821, -111.978209999586 33.388776999103, -111.978204000283 33.3894569991184, -111.9782020001 33.3901239989211, -111.97821999968 33.3911169993735, -111.978197000509 33.392663999093, -111.978314000305 33.3926659987319, -111.978599999616 33.3926459988772, -111.978426000188 33.3927799994428))"
6,3194.04,1,0,4,0,0,0,3,2,4,12,9,1,11,19,3,9,"POLYGON ((-111.892483000012 33.3809489988792, -111.892324000438 33.3813099988018, -111.89230700007 33.381348999012, -111.892174000029 33.3816479994112, -111.892002000045 33.3820359989735, -111.891783999621 33.3825589987403, -111.891688999597 33.3828319990062, -111.891611999668 33.3830769992672, -111.891506000181 33.3834679987268, -111.891453000514 33.3837159992121, -111.891393000319 33.3840709989259, -111.891370999757 33.3842329995249, -111.891339000416 33.3845819994886, -111.89133300012 33.3847059989037, -111.891339000435 33.3855679991395, -111.891337000348 33.3856709993992, -111.891348000351 33.3857789986913, -111.891334000156 33.3858089993725, -111.891330999699 33.3858959994609, -111.891330000313 33.3859729990781, -111.891323999724 33.3862309990504, -111.891314999602 33.3866169989908, -111.891315000151 33.3869409990961, -111.891314000084 33.3881459993879, -111.891304999871 33.3886239989553, -111.891294000005 33.3891619988078, -111.891300000292 33.3908489995175, -111.891302999952 33.391575998725, -111.891302000449 33.3929779992405, -111.891300999954 33.3934469991996, -111.891340999859 33.3951419993431, -111.891329999622 33.3955049993117, -111.891330999871 33.3958699989956, -111.891303000167 33.3976889993944, -111.891300000222 33.3991379988103, -111.891296999858 33.4002439994853, -111.891295999588 33.4005119989355, -111.89129400026 33.4015689989057, -111.891284000342 33.4044629992947, -111.891291000152 33.4048849993719, -111.891335999599 33.4074739995058, -111.891028999956 33.4074719995821, -111.890595999842 33.4074719995275, -111.890319000527 33.4074739987136, -111.890000000169 33.4074829990414, -111.889358999643 33.4075009992813, -111.888936999781 33.4075189993598, -111.888461000113 33.4075239993405, -111.88835999974 33.4075219988938, -111.888023999732 33.4066639988524, -111.88702800039 33.4043379995341, -111.886209999471 33.4022649987609, -111.885627000173 33.4011419995477, -111.885214999649 33.4003949994333, -111.885169000536 33.4003179989461, -111.884980999467 33.3999739995675, -111.884673999679 33.3994169990841, -111.884579999828 33.3992449990336, -111.884371999836 33.398980999458, -111.884363999635 33.3989689992325, -111.884173999719 33.3987289993837, -111.883881000355 33.3983219989428, -111.882611000378 33.3965609988567, -111.880171999523 33.3932449989851, -111.880119999563 33.393049998798, -111.880027999977 33.392700999037, -111.879827000193 33.3895119993321, -111.879762999692 33.3879509991427, -111.879796000144 33.3875989990673, -111.879827000095 33.3870249989373, -111.879835000522 33.3868819989683, -111.879939999925 33.3867079989588, -111.88000599962 33.3865639989903, -111.880091000442 33.3863999992227, -111.880170000332 33.3863559991407, -111.880240999475 33.3861969987415, -111.880292000247 33.3860849995398, -111.880341999529 33.3859719991227, -111.880347000078 33.3859609988087, -111.880458999999 33.3858649992971, -111.88066900012 33.3856859994832, -111.88087899979 33.3855059993106, -111.880997000037 33.3854059992417, -111.881128000202 33.3853619990484, -111.882390999517 33.3850379988069, -111.883611999513 33.3847249988376, -111.885230999957 33.3843849990649, -111.886489000186 33.3841969987994, -111.887144999805 33.383999999164, -111.889327999751 33.3827309993644, -111.891770999647 33.3812199992684, -111.891805999762 33.3811969991055, -111.89182599967 33.3811859995199, -111.891859999618 33.3811649991384, -111.891957999731 33.3811029989434, -111.891997999498 33.3810389988823, -111.892162999966 33.3807719995058, -111.892239999627 33.3808149992892, -111.892431000453 33.3809199986998, -111.892483000012 33.3809489988792))"
7,3195,1,0,1,1,0,0,2,5,4,9,5,0,2,16,3,9,"POLYGON ((-111.926319999809 33.3946719988325, -111.926322000139 33.3949229995468, -111.92632199985 33.3949689993746, -111.92632200022 33.396449999059, -111.926318000167 33.3969459991768, -111.926312000366 33.397449999377, -111.926313000082 33.3977609989035, -111.926312999989 33.3985579991138, -111.926309000341 33.4002269991935, -111.926296999977 33.4020619995366, -111.926294000318 33.4027909988656, -111.926293000263 33.4035199988555, -111.926288000035 33.4047779989779, -111.926275999661 33.4075109991656, -111.923708000322 33.407510999248, -111.92259999956 33.4075109994704, -111.91768600032 33.4075109991878, -111.9142430004 33.407510999541, -111.913227999524 33.4075109990072, -111.912224000462 33.4075109995817, -111.909104999814 33.4075109992861, -111.909104999666 33.4063089988902, -111.909104999682 33.4055269986919, -111.909104999532 33.4053549987249, -111.909104999622 33.404658998852, -111.90910500004 33.4041949994944, -111.909104999883 33.4029929993567, -111.909105000308 33.4017469991989, -111.909105000055 33.4013899991126, -111.909105999708 33.4001379987207, -111.909112999621 33.398344998982, -111.909119000336 33.3965919994047, -111.909118999658 33.3963759993646, -111.909120000234 33.3962419990545, -111.909120000017 33.3957469991865, -111.909122000199 33.3941089991188, -111.909124999988 33.3929689987982, -111.909980000001 33.3929889990499, -111.910507000434 33.3929909992675, -111.911388999554 33.3929919993296, -111.911983000508 33.3929979988021, -111.912501999505 33.3930139992149, -111.913901000501 33.3930119995106, -111.914518000493 33.3930129990994, -111.915564000013 33.3930109992825, -111.9165939999 33.3930059987668, -111.916850999463 33.3930049995563, -111.9177319999 33.3929839987993, -111.918175000374 33.3929779987349, -111.920031000338 33.3929769992724, -111.921060999718 33.3929749995441, -111.922048999733 33.3929749994011, -111.923013000301 33.3929739989375, -111.924307999906 33.3929719990032, -111.925751000052 33.3929819991156, -111.926327000413 33.3929749989218, -111.926319999809 33.3946719988325))"
8,3197.04,1,0,0,0,0,0,0,1,0,9,2,1,1,17,0,2,"POLYGON ((-111.978498000284 33.4365249988884, -111.978039999814 33.4365149992549, -111.977958999801 33.4365139987457, -111.977213999863 33.436498998756, -111.976927999514 33.4364909992728, -111.97661600029 33.4364859990441, -111.976124000451 33.436476998835, -111.974873999728 33.4364509987481, -111.973848000498 33.436428999265, -111.972578000502 33.4364049987596, -111.971890999717 33.4363909992334, -111.971341999922 33.4363799991301, -111.970915000378 33.4363709991776, -111.970156000007 33.4363559989804, -111.969686000007 33.4363459989176, -111.968782999787 33.4363269995366, -111.968470000209 33.4363199990936, -111.967245000389 33.4362939991326, -111.966128000492 33.4362699990305, -111.965833000134 33.4362639991693, -111.964747999899 33.436239999196, -111.964003000209 33.4362249991952, -111.962684000338 33.4361969990624, -111.962368000029 33.4361899987597, -111.961345000019 33.4361679993321, -111.961326999538 33.4368899990845, -111.961001000002 33.4368869988585, -111.960913000462 33.4367989987577, -111.960999000292 33.4357039994086, -111.961067999781 33.4347579989537, -111.961081999639 33.4345689994886, -111.961146000336 33.4336979989481, -111.961146999556 33.4336349992265, -111.96115400011 33.4331889994022, -111.961170999925 33.432097998741, -111.961166000132 33.4318659992101, -111.961144999613 33.4315949994785, -111.961114999467 33.4313649989511, -111.961023999948 33.4310049989545, -111.961009999702 33.4309089994786, -111.960976999539 33.430612998796, -111.960961999492 33.4303649993194, -111.960959999919 33.4298899991527, -111.960951999728 33.4296459989116, -111.960949999778 33.4295639994989, -111.960930000494 33.4292969992346, -111.960919999719 33.429157998698, -111.960918999836 33.429007999558, -111.960916000311 33.4284479995294, -111.960918000321 33.4283839994085, -111.96095500002 33.4280809989184, -111.960963000346 33.427863998957, -111.96094800051 33.4273209993495, -111.960943999505 33.4271799993517, -111.960945999975 33.4264709987083, -111.960948000317 33.4259269992296, -111.960958000508 33.4256419990787, -111.960958999839 33.4256129989774, -111.960979000411 33.42495699938, -111.960980000441 33.4246859995713, -111.960981999848 33.4243289992322, -111.960965999689 33.4237399991637, -111.960960999665 33.4235689987943, -111.96094299961 33.4231259990408, -111.960895999762 33.4219539993975, -111.960877999763 33.421216999201, -111.960866999517 33.4203809990126, -111.960855000025 33.4196139994275, -111.960845000122 33.418849999011, -111.960838999925 33.4180659990305, -111.960835999699 33.417627998898, -111.960834000396 33.4172809995032, -111.960833000345 33.4169919993035, -111.960820999707 33.4164059988751, -111.960819999904 33.4161449993324, -111.960815999566 33.4155809994244, -111.960813999513 33.4154319994017, -111.960806999654 33.4146899990468, -111.960800000133 33.413180999356, -111.960796999891 33.41233399891, -111.960788999563 33.4114879992182, -111.960773000484 33.4097789986901, -111.960770999563 33.4094299988675, -111.960769999526 33.4083999992041, -111.960771999868 33.4076309994729, -111.960764000325 33.4074319989791, -111.960740000242 33.406803999439, -111.9607509998 33.4062249988445, -111.960758999924 33.4058039992786, -111.960758999471 33.4055689987887, -111.960757000526 33.4036889988641, -111.960754999919 33.4014009994791, -111.960753 33.400137999032, -111.960750999673 33.3989229990134, -111.960753999486 33.3981809994365, -111.960754999533 33.3979409992254, -111.960756999806 33.3973889990814, -111.960758999501 33.3970359989592, -111.960759000292 33.3969289994066, -111.960756000129 33.3964779987322, -111.960748000444 33.3950159992836, -111.960746000363 33.3942949991328, -111.960744000369 33.393703999326, -111.960757000209 33.3928849994506, -111.96270800013 33.3928709988734, -111.963568000203 33.3928649987725, -111.965820999928 33.3928489988758, -111.966394000169 33.3928399987663, -111.967347999627 33.3928189988456, -111.967611000046 33.3928189993682, -111.967809999621 33.3928199995717, -111.96850700035 33.392821998919, -111.970251999562 33.3928289989133, -111.972233999839 33.3928429992032, -111.972316000247 33.3928429994305, -111.974000000426 33.3928539992954, -111.975455999726 33.3928329989785, -111.975993999941 33.3928229990769, -111.978021999733 33.3927919987087, -111.978312000388 33.3927809993104, -111.978426000188 33.3927799994428, -111.978430000225 33.3936069989129, -111.978432999776 33.3939859986915, -111.978433000139 33.3943709990146, -111.978436000269 33.394885999111, -111.978430000212 33.3951449992632, -111.978428999476 33.3955219991434, -111.978424000516 33.3958969991952, -111.978422000523 33.3963719991162, -111.978408999641 33.3979819995187, -111.97841299998 33.400047998794, -111.978409000444 33.4035479992562, -111.978406999923 33.4040209995034, -111.978400000466 33.4055629989255, -111.978388000057 33.4073279991248, -111.978259000467 33.4082339991461, -111.978307999494 33.4093399995139, -111.978294999531 33.4103489995426, -111.978308999562 33.4105609993314, -111.978312000421 33.4107619992383, -111.978311000026 33.4109469994281, -111.97831000038 33.4110249994134, -111.978308000188 33.4111979992694, -111.978309000324 33.4121769994568, -111.97828999956 33.4129929988268, -111.978290999995 33.4136239993667, -111.978304999801 33.4141499995377, -111.978313000106 33.4143579994995, -111.978305000079 33.4147789995691, -111.978268000238 33.4167809987635, -111.978263000415 33.4170399993004, -111.978304000138 33.4173709989771, -111.978306000259 33.4173909987333, -111.978364000417 33.4181739990756, -111.978399999508 33.4187139995187, -111.978406000373 33.4187759987533, -111.978372999762 33.4191019990909, -111.978372000435 33.4197459989967, -111.97837100037 33.4200149991476, -111.978370999686 33.4203879988525, -111.978371000049 33.4208019991025, -111.978369999705 33.4209109987117, -111.978369999853 33.4215359989911, -111.978368999618 33.421594999001, -111.978368999593 33.4218989991848, -111.978370000265 33.4221339994329, -111.978371000044 33.4222369989757, -111.978373000091 33.422429999067, -111.978375999856 33.4228109988696, -111.978377999764 33.4230979990452, -111.978379000137 33.423292998688, -111.978381000489 33.4235349992275, -111.978384000163 33.4238959991347, -111.978384999692 33.4239529990464, -111.978408000378 33.42685799876, -111.978436000303 33.4298299993837, -111.978435999607 33.4299109995077, -111.97846300023 33.4325549988516, -111.978467000166 33.4329469992226, -111.978464999924 33.4331989994716, -111.978476000218 33.4341889991977, -111.978479999566 33.4345829994444, -111.978486000318 33.4352589993271, -111.978498000284 33.4365249988884))"
